Pupil Name,Date of Birth,"This Year's Birthday",Month,Cake Needed On,BDs per Weekday and Month
Louisa McRamsey,2015-08-23,2022-08-23,August,Tuesday,15
Cristi Hargrove,2012-08-16,2022-08-16,August,Tuesday,15
Randi Slucock,2015-08-16,2022-08-16,August,Tuesday,15
Shannon Gerring,2013-08-30,2022-08-30,August,Tuesday,15
Leslie Pezey,2013-08-02,2022-08-02,August,Tuesday,15
Chanda Hartle,2014-08-23,2022-08-23,August,Tuesday,15
Iona Ballister,2014-06-20,2022-06-20,June,Monday,9
Hi Oleksiak,2013-06-06,2022-06-06,June,Monday,9
Karoline Gash,2012-06-06,2022-06-06,June,Monday,9
Grace Fernie,2014-06-20,2022-06-20,June,Monday,9
De witt Moorton,2014-06-06,2022-06-06,June,Monday,9
Tiphany Yepiskov,2015-06-27,2022-06-27,June,Monday,9
Janina Goulstone,2012-06-20,2022-06-20,June,Monday,9
Laird Dainty,2015-06-27,2022-06-27,June,Monday,9
Farra Congreave,2014-06-20,2022-06-20,June,Monday,9
Towney Stichall,2015-06-04,2022-06-04,June,Friday,30
Samara Strike,2013-06-26,2022-06-26,June,Friday,30
Guillermo Trowle,2013-06-24,2022-06-24,June,Friday,30
Friederike Civitillo,2015-06-24,2022-06-24,June,Friday,30
Jacenta Cowton,2013-06-18,2022-06-18,June,Friday,30
Karlyn Westmoreland,2015-06-10,2022-06-10,June,Friday,30
Pooh Schmidt,2012-06-05,2022-06-05,June,Friday,30
Fallon Kettles,2013-06-24,2022-06-24,June,Friday,30
Andy Philipard,2015-06-12,2022-06-12,June,Friday,30
Shirlene Palluschek,2012-06-10,2022-06-10,June,Friday,30
Trudey Skarman,2014-06-05,2022-06-05,June,Friday,30
Lotta Ucceli,2015-06-17,2022-06-17,June,Friday,30
Terrance Sibary,2015-06-04,2022-06-04,June,Friday,30
Kippar Lambrecht,2012-06-24,2022-06-24,June,Friday,30
Indira Verna,2012-06-24,2022-06-24,June,Friday,30
Amye Barwis,2012-06-05,2022-06-05,June,Friday,30
Ileana Paolicchi,2012-06-03,2022-06-03,June,Friday,30
Suzanne Guiso,2013-06-04,2022-06-04,June,Friday,30
Freddie Eldered,2015-06-25,2022-06-25,June,Friday,30
Gonzales Blanchard,2013-06-04,2022-06-04,June,Friday,30
Vance Bissiker,2013-06-26,2022-06-26,June,Friday,30
Davidson Quodling,2014-06-19,2022-06-19,June,Friday,30
Conroy Hatcliffe,2012-06-18,2022-06-18,June,Friday,30
Nola Mallett,2015-06-10,2022-06-10,June,Friday,30
Emmalynn Sankey,2014-06-11,2022-06-11,June,Friday,30
Jessie Fforde,2014-06-05,2022-06-05,June,Friday,30
Aileen Overill,2012-06-26,2022-06-26,June,Friday,30
Delphinia Wallach,2015-06-12,2022-06-12,June,Friday,30
Meryl Grzelewski,2012-06-04,2022-06-04,June,Friday,30
Tamma Sergison,2012-06-19,2022-06-19,June,Friday,30
Candra Hallums,2014-08-11,2022-08-11,August,Thursday,10
Florian Lardnar,2014-08-04,2022-08-04,August,Thursday,10
Harlen Penke,2014-08-04,2022-08-04,August,Thursday,10
Alanah Dowtry,2014-08-25,2022-08-25,August,Thursday,10
Finley McClements,2013-08-18,2022-08-18,August,Thursday,10
Calida Dymond,2015-08-11,2022-08-11,August,Thursday,10
Marie Antuk,2015-08-11,2022-08-11,August,Thursday,10
Kameko Sherer,2012-08-04,2022-08-04,August,Thursday,10
Irvine Roycroft,2013-08-11,2022-08-11,August,Thursday,10
Reube Pallaske,2015-08-04,2022-08-04,August,Thursday,10
Brady Seeds,2012-08-15,2022-08-15,August,Monday,12
Grover Barstock,2013-08-15,2022-08-15,August,Monday,12
Ranna Eagland,2013-08-29,2022-08-29,August,Monday,12
Prudy Duetsche,2015-08-01,2022-08-01,August,Monday,12
Buckie Ezzle,2015-08-29,2022-08-29,August,Monday,12
Adlai Trippitt,2013-08-22,2022-08-22,August,Monday,12
Dru Lorryman,2012-08-15,2022-08-15,August,Monday,12
Randell Gummow,2013-08-01,2022-08-01,August,Monday,12
Alyda Drinkel,2012-08-22,2022-08-22,August,Monday,12
Melanie Glassard,2013-08-22,2022-08-22,August,Monday,12
Bartlett Chilvers,2015-08-22,2022-08-22,August,Monday,12
Carlyle Bestwick,2013-08-08,2022-08-08,August,Monday,12
Wolfgang Clubbe,2014-04-20,2022-04-20,April,Wednesday,12
Malena Bennough,2013-04-20,2022-04-20,April,Wednesday,12
Jeremiah Diack,2012-04-27,2022-04-27,April,Wednesday,12
Ariana Shearmer,2015-04-20,2022-04-20,April,Wednesday,12
Reyna Dudson,2015-04-27,2022-04-27,April,Wednesday,12
Blanca Arnaez,2015-04-27,2022-04-27,April,Wednesday,12
Massimo Bedminster,2014-04-13,2022-04-13,April,Wednesday,12
Nikolai Paynton,2015-04-06,2022-04-06,April,Wednesday,12
Aliza Tarbett,2014-04-06,2022-04-06,April,Wednesday,12
Stacee Spinetti,2015-04-20,2022-04-20,April,Wednesday,12
Loydie Capewell,2014-04-06,2022-04-06,April,Wednesday,12
Lia Cavilla,2015-04-06,2022-04-06,April,Wednesday,12
Adah Chatres,2012-12-27,2022-12-27,December,Tuesday,8
Cecilia Poxton,2013-12-20,2022-12-20,December,Tuesday,8
Wain Jime,2011-12-20,2022-12-20,December,Tuesday,8
Lynnett Gierardi,2013-12-13,2022-12-13,December,Tuesday,8
Wadsworth Gores,2011-12-20,2022-12-20,December,Tuesday,8
Dino Behr,2012-12-20,2022-12-20,December,Tuesday,8
Gil Wyrall,2011-12-13,2022-12-13,December,Tuesday,8
Davon Regglar,2012-12-27,2022-12-27,December,Tuesday,8
Cal Shearwood,2015-01-18,2022-01-18,January,Tuesday,12
Coral Phelipeaux,2012-01-04,2022-01-04,January,Tuesday,12
Katinka Liger,2013-01-25,2022-01-25,January,Tuesday,12
Gwen Biglin,2012-01-18,2022-01-18,January,Tuesday,12
Franciskus Brittles,2013-01-25,2022-01-25,January,Tuesday,12
Victor Stonham,2013-01-25,2022-01-25,January,Tuesday,12
Truda Welband,2014-01-04,2022-01-04,January,Tuesday,12
Bearnard Swainston,2013-01-11,2022-01-11,January,Tuesday,12
Aveline Peggram,2015-01-18,2022-01-18,January,Tuesday,12
Zulema Ludlom,2015-01-25,2022-01-25,January,Tuesday,12
Justinian McCrossan,2015-01-25,2022-01-25,January,Tuesday,12
Brana Bridgstock,2015-01-04,2022-01-04,January,Tuesday,12
Emlynne Littley,2015-02-05,2022-02-05,February,Friday,31
Paxton Massow,2014-02-11,2022-02-11,February,Friday,31
Aryn Thursfield,2015-02-25,2022-02-25,February,Friday,31
Stacey Whartonby,2013-02-05,2022-02-05,February,Friday,31
Kathlin Cobleigh,2015-02-26,2022-02-26,February,Friday,31
Nadean Godsell,2013-02-27,2022-02-27,February,Friday,31
Kate Fannon,2014-02-27,2022-02-27,February,Friday,31
Magda Cullrford,2012-02-04,2022-02-04,February,Friday,31
Vernon Yateman,2012-02-12,2022-02-12,February,Friday,31
Bartolemo Cleave,2013-02-12,2022-02-12,February,Friday,31
Amitie McGairl,2015-02-12,2022-02-12,February,Friday,31
Thorn Blencowe,2014-02-19,2022-02-19,February,Friday,31
Nicky Rawes,2012-02-13,2022-02-13,February,Friday,31
Randall Barnfield,2012-02-05,2022-02-05,February,Friday,31
Reg Watting,2012-02-19,2022-02-19,February,Friday,31
Claudina Biasetti,2014-02-20,2022-02-20,February,Friday,31
Lannie Bessey,2012-02-06,2022-02-06,February,Friday,31
Robinett Kingaby,2015-02-27,2022-02-27,February,Friday,31
Lief Barajaz,2012-02-19,2022-02-19,February,Friday,31
Gothart Duigan,2014-02-19,2022-02-19,February,Friday,31
Katlin Maulden,2013-02-19,2022-02-19,February,Friday,31
Emile Sprules,2014-02-18,2022-02-18,February,Friday,31
Rosamond Belshaw,2014-02-06,2022-02-06,February,Friday,31
Janene Harford,2012-02-27,2022-02-27,February,Friday,31
Angy Moseby,2012-02-27,2022-02-27,February,Friday,31
Corabel Triggol,2015-02-05,2022-02-05,February,Friday,31
Kris Boarer,2013-02-04,2022-02-04,February,Friday,31
Orelee Perillio,2014-02-19,2022-02-19,February,Friday,31
Brigg Mendel,2015-02-20,2022-02-20,February,Friday,31
Julianna Whitlock,2014-02-25,2022-02-25,February,Friday,31
Ludwig Raine,2014-02-18,2022-02-18,February,Friday,31
